code,name,parent_code,level,aliases
A51.5,"Early syphilis, latent",A51,4,"Syphilis (acquired) without clinical manifestations, with positive serological reaction and negative spinal fluid test, less than two years after infection."
A51.9,"Early syphilis, unspecified",A51,4,
A52,Late syphilis,SECTION_A50-A64,3,
A52.0,Cardiovascular and cerebrovascular syphilis,A52,4,
A52.00,"Cardiovascular syphilis, unspecified",A52.0,5,
A52.01,Syphilitic aneurysm of aorta,A52.0,5,
A52.02,Syphilitic aortitis,A52.0,5,
A52.03,Syphilitic endocarditis,A52.0,5,Syphilitic aortic valve incompetence or stenosis|Syphilitic mitral valve stenosis|Syphilitic pulmonary valve regurgitation
A52.04,Syphilitic cerebral arteritis,A52.0,5,
A52.05,Other cerebrovascular syphilis,A52.0,5,Syphilitic cerebral aneurysm (ruptured) (non-ruptured)|Syphilitic cerebral thrombosis
A52.06,Other syphilitic heart involvement,A52.0,5,Syphilitic coronary artery disease|Syphilitic myocarditis|Syphilitic pericarditis
A52.09,Other cardiovascular syphilis,A52.0,5,
A52.1,Symptomatic neurosyphilis,A52,4,
A52.10,"Symptomatic neurosyphilis, unspecified",A52.1,5,
A52.11,Tabes dorsalis,A52.1,5,Locomotor ataxia (progressive)|Tabetic neurosyphilis
A52.12,Other cerebrospinal syphilis,A52.1,5,
A52.13,Late syphilitic meningitis,A52.1,5,
A52.14,Late syphilitic encephalitis,A52.1,5,
A52.15,Late syphilitic neuropathy,A52.1,5,Late syphilitic acoustic neuritis|Late syphilitic optic (nerve) atrophy|Late syphilitic polyneuropathy|Late syphilitic retrobulbar neuritis
A52.16,Charcôt's arthropathy (tabetic),A52.1,5,
A52.17,General paresis,A52.1,5,Dementia paralytica
A52.19,Other symptomatic neurosyphilis,A52.1,5,Syphilitic parkinsonism
A52.2,Asymptomatic neurosyphilis,A52,4,
A52.3,"Neurosyphilis, unspecified",A52,4,Gumma (syphilitic)|Syphilis (late)|Syphiloma
A52.7,Other symptomatic late syphilis,A52,4,
A52.71,Late syphilitic oculopathy,A52.7,5,Late syphilitic chorioretinitis|Late syphilitic episcleritis
A52.72,Syphilis of lung and bronchus,A52.7,5,
A52.73,Symptomatic late syphilis of other respiratory organs,A52.7,5,
A52.74,Syphilis of liver and other viscera,A52.7,5,Late syphilitic peritonitis
A52.75,Syphilis of kidney and ureter,A52.7,5,Syphilitic glomerular disease
A52.76,Other genitourinary symptomatic late syphilis,A52.7,5,Late syphilitic female pelvic inflammatory disease
A52.77,Syphilis of bone and joint,A52.7,5,
A52.78,Syphilis of other musculoskeletal tissue,A52.7,5,Late syphilitic bursitis|Syphilis [stage unspecified] of bursa|Syphilis [stage unspecified] of muscle|Syphilis [stage unspecified] of synovium|Syphilis [stage unspecified] of tendon
A52.79,Other symptomatic late syphilis,A52.7,5,Late syphilitic leukoderma|Syphilis of adrenal gland|Syphilis of pituitary gland|Syphilis of thyroid gland|Syphilitic splenomegaly
A52.8,"Late syphilis, latent",A52,4,"Syphilis (acquired) without clinical manifestations, with positive serological reaction and negative spinal fluid test, two years or more after infection"
A52.9,"Late syphilis, unspecified",A52,4,
A53,Other and unspecified syphilis,SECTION_A50-A64,3,
A53.0,"Latent syphilis, unspecified as early or late",A53,4,Latent syphilis NOS|Positive serological reaction for syphilis
A53.9,"Syphilis, unspecified",A53,4,Infection due to Treponema pallidum NOS|Syphilis (acquired) NOS
A54,Gonococcal infection,SECTION_A50-A64,3,
A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,A54,4,
A54.00,"Gonococcal infection of lower genitourinary tract, unspecified",A54.0,5,
A54.01,"Gonococcal cystitis and urethritis, unspecified",A54.0,5,
A54.02,"Gonococcal vulvovaginitis, unspecified",A54.0,5,
A54.03,"Gonococcal cervicitis, unspecified",A54.0,5,
A54.09,Other gonococcal infection of lower genitourinary tract,A54.0,5,
A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,A54,4,Gonococcal Bartholin's gland abscess
A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,A54,4,
A54.21,Gonococcal infection of kidney and ureter,A54.2,5,
A54.22,Gonococcal prostatitis,A54.2,5,
A54.23,Gonococcal infection of other male genital organs,A54.2,5,Gonococcal epididymitis|Gonococcal orchitis
A54.24,Gonococcal female pelvic inflammatory disease,A54.2,5,Gonococcal pelviperitonitis
A54.29,Other gonococcal genitourinary infections,A54.2,5,
A54.3,Gonococcal infection of eye,A54,4,
A54.30,"Gonococcal infection of eye, unspecified",A54.3,5,
A54.31,Gonococcal conjunctivitis,A54.3,5,Ophthalmia neonatorum due to gonococcus
A54.32,Gonococcal iridocyclitis,A54.3,5,
A54.33,Gonococcal keratitis,A54.3,5,
A54.39,Other gonococcal eye infection,A54.3,5,Gonococcal endophthalmia
A54.4,Gonococcal infection of musculoskeletal system,A54,4,
A54.40,"Gonococcal infection of musculoskeletal system, unspecified",A54.4,5,
A54.41,Gonococcal spondylopathy,A54.4,5,
A54.42,Gonococcal arthritis,A54.4,5,
A54.43,Gonococcal osteomyelitis,A54.4,5,
A54.49,Gonococcal infection of other musculoskeletal tissue,A54.4,5,Gonococcal bursitis|Gonococcal myositis|Gonococcal synovitis|Gonococcal tenosynovitis
A54.5,Gonococcal pharyngitis,A54,4,
A54.6,Gonococcal infection of anus and rectum,A54,4,
A54.8,Other gonococcal infections,A54,4,
A54.81,Gonococcal meningitis,A54.8,5,
A54.82,Gonococcal brain abscess,A54.8,5,
A54.83,Gonococcal heart infection,A54.8,5,Gonococcal endocarditis|Gonococcal myocarditis|Gonococcal pericarditis
A54.84,Gonococcal pneumonia,A54.8,5,
A54.85,Gonococcal peritonitis,A54.8,5,
A54.86,Gonococcal sepsis,A54.8,5,
A54.89,Other gonococcal infections,A54.8,5,Gonococcal keratoderma|Gonococcal lymphadenitis
A54.9,"Gonococcal infection, unspecified",A54,4,
A55,Chlamydial lymphogranuloma (venereum),SECTION_A50-A64,3,Climatic or tropical bubo|Durand-Nicolas-Favre disease|Esthiomene|Lymphogranuloma inguinale
A56,Other sexually transmitted chlamydial diseases,SECTION_A50-A64,3,
A56.0,Chlamydial infection of lower genitourinary tract,A56,4,
A56.00,"Chlamydial infection of lower genitourinary tract, unspecified",A56.0,5,
A56.01,Chlamydial cystitis and urethritis,A56.0,5,
A56.02,Chlamydial vulvovaginitis,A56.0,5,
A56.09,Other chlamydial infection of lower genitourinary tract,A56.0,5,Chlamydial cervicitis
A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,A56,4,
A56.11,Chlamydial female pelvic inflammatory disease,A56.1,5,
A56.19,Other chlamydial genitourinary infection,A56.1,5,Chlamydial epididymitis|Chlamydial orchitis
A56.2,"Chlamydial infection of genitourinary tract, unspecified",A56,4,
A56.3,Chlamydial infection of anus and rectum,A56,4,
A56.4,Chlamydial infection of pharynx,A56,4,
A56.8,Sexually transmitted chlamydial infection of other sites,A56,4,
A57,Chancroid,SECTION_A50-A64,3,Ulcus molle
A58,Granuloma inguinale,SECTION_A50-A64,3,Donovanosis
A59,Trichomoniasis,SECTION_A50-A64,3,
A59.0,Urogenital trichomoniasis,A59,4,
A59.00,"Urogenital trichomoniasis, unspecified",A59.0,5,Fluor (vaginalis) due to Trichomonas|Leukorrhea (vaginalis) due to Trichomonas
A59.01,Trichomonal vulvovaginitis,A59.0,5,
A59.02,Trichomonal prostatitis,A59.0,5,
A59.03,Trichomonal cystitis and urethritis,A59.0,5,
A59.09,Other urogenital trichomoniasis,A59.0,5,Trichomonas cervicitis
A59.8,Trichomoniasis of other sites,A59,4,
A59.9,"Trichomoniasis, unspecified",A59,4,
A60,Anogenital herpesviral [herpes simplex] infections,SECTION_A50-A64,3,
A60.0,Herpesviral infection of genitalia and urogenital tract,A60,4,
A60.00,"Herpesviral infection of urogenital system, unspecified",A60.0,5,
A60.01,Herpesviral infection of penis,A60.0,5,
A60.02,Herpesviral infection of other male genital organs,A60.0,5,
A60.03,Herpesviral cervicitis,A60.0,5,
A60.04,Herpesviral vulvovaginitis,A60.0,5,Herpesviral [herpes simplex] ulceration|Herpesviral [herpes simplex] vaginitis|Herpesviral [herpes simplex] vulvitis
A60.09,Herpesviral infection of other urogenital tract,A60.0,5,
A60.1,Herpesviral infection of perianal skin and rectum,A60,4,
A60.9,"Anogenital herpesviral infection, unspecified",A60,4,
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",SECTION_A50-A64,3,
A63.0,Anogenital (venereal) warts,A63,4,Anogenital warts due to (human) papillomavirus [HPV]|Condyloma acuminatum
A63.8,Other specified predominantly sexually transmitted diseases,A63,4,
A64,Unspecified sexually transmitted disease,SECTION_A50-A64,3,
SECTION_A65-A69,Other spirochetal diseases (A65-A69),CHAPTER_1,2,
A65,Nonvenereal syphilis,SECTION_A65-A69,3,Bejel|Endemic syphilis|Njovera
A66,Yaws,SECTION_A65-A69,3,
A66.0,Initial lesions of yaws,A66,4,"Chancre of yaws|Frambesia, initial or primary|Initial frambesial ulcer|Mother yaw"
A66.1,Multiple papillomata and wet crab yaws,A66,4,Frambesioma|Pianoma|Plantar or palmar papilloma of yaws
A66.2,Other early skin lesions of yaws,A66,4,"Cutaneous yaws, less than five years after infection|Early yaws (cutaneous)(macular)(maculopapular)(micropapular)(papular)|Frambeside of early yaws"
A66.3,Hyperkeratosis of yaws,A66,4,"Ghoul hand|Hyperkeratosis, palmar or plantar (early) (late) due to yaws|Worm-eaten soles"
A66.4,Gummata and ulcers of yaws,A66,4,Gummatous frambeside|Nodular late yaws (ulcerated)
A66.5,Gangosa,A66,4,Rhinopharyngitis mutilans
A66.6,Bone and joint lesions of yaws,A66,4,"Yaws ganglion|Yaws goundou|Yaws gumma, bone|Yaws gummatous osteitis or periostitis|Yaws hydrarthrosis|Yaws osteitis|Yaws periostitis (hypertrophic)"
A66.7,Other manifestations of yaws,A66,4,Juxta-articular nodules of yaws|Mucosal yaws
A66.8,Latent yaws,A66,4,"Yaws without clinical manifestations, with positive serology"
A66.9,"Yaws, unspecified",A66,4,
A67,Pinta [carate],SECTION_A65-A69,3,
A67.0,Primary lesions of pinta,A67,4,Chancre (primary) of pinta|Papule (primary) of pinta
A67.1,Intermediate lesions of pinta,A67,4,Erythematous plaques of pinta|Hyperchromic lesions of pinta|Hyperkeratosis of pinta|Pintids
A67.2,Late lesions of pinta,A67,4,Achromic skin lesions of pinta|Cicatricial skin lesions of pinta|Dyschromic skin lesions of pinta
A67.3,Mixed lesions of pinta,A67,4,Achromic with hyperchromic skin lesions of pinta [carate]
A67.9,"Pinta, unspecified",A67,4,
A68,Relapsing fevers,SECTION_A65-A69,3,
A68.0,Louse-borne relapsing fever,A68,4,Relapsing fever due to Borrelia recurrentis
A68.1,Tick-borne relapsing fever,A68,4,Relapsing fever due to any Borrelia species other than Borrelia recurrentis
A68.9,"Relapsing fever, unspecified",A68,4,
A69,Other spirochetal infections,SECTION_A65-A69,3,
A69.0,Necrotizing ulcerative stomatitis,A69,4,Cancrum oris|Fusospirochetal gangrene|Noma|Stomatitis gangrenosa
A69.1,Other Vincent's infections,A69,4,Fusospirochetal pharyngitis|Necrotizing ulcerative (acute) gingivitis|Necrotizing ulcerative (acute) gingivostomatitis|Spirochetal stomatitis|Trench mouth|Vincent's angina|Vincent's gingivitis
A69.2,Lyme disease,A69,4,Erythema chronicum migrans due to Borrelia burgdorferi
A69.20,"Lyme disease, unspecified",A69.2,5,
A69.21,Meningitis due to Lyme disease,A69.2,5,
A69.22,Other neurologic disorders in Lyme disease,A69.2,5,Cranial neuritis|Meningoencephalitis|Polyneuropathy
A69.23,Arthritis due to Lyme disease,A69.2,5,
A69.29,Other conditions associated with Lyme disease,A69.2,5,Myopericarditis due to Lyme disease
A69.8,Other specified spirochetal infections,A69,4,
A69.9,"Spirochetal infection, unspecified",A69,4,
SECTION_A70-A74,Other diseases caused by chlamydiae (A70-A74),CHAPTER_1,2,
A70,Chlamydia psittaci infections,SECTION_A70-A74,3,Ornithosis|Parrot fever|Psittacosis
A71,Trachoma,SECTION_A70-A74,3,
A71.0,Initial stage of trachoma,A71,4,Trachoma dubium
A71.1,Active stage of trachoma,A71,4,Granular conjunctivitis (trachomatous)|Trachomatous follicular conjunctivitis|Trachomatous pannus
A71.9,"Trachoma, unspecified",A71,4,
A74,Other diseases caused by chlamydiae,SECTION_A70-A74,3,
A74.0,Chlamydial conjunctivitis,A74,4,Paratrachoma
A74.8,Other chlamydial diseases,A74,4,
A74.81,Chlamydial peritonitis,A74.8,5,
A74.89,Other chlamydial diseases,A74.8,5,
A74.9,"Chlamydial infection, unspecified",A74,4,Chlamydiosis NOS
SECTION_A75-A79,Rickettsioses (A75-A79),CHAPTER_1,2,
A75,Typhus fever,SECTION_A75-A79,3,
A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A75,4,Classical typhus (fever)|Epidemic (louse-borne) typhus
A75.1,Recrudescent typhus [Brill's disease],A75,4,Brill-Zinsser disease
A75.2,Typhus fever due to Rickettsia typhi,A75,4,Murine (flea-borne) typhus
A75.3,Typhus fever due to Rickettsia tsutsugamushi,A75,4,Scrub (mite-borne) typhus|Tsutsugamushi fever|Typhus fever due to Orientia Tsutsugamushi (scrub typhus)
A75.9,"Typhus fever, unspecified",A75,4,Typhus (fever) NOS
A77,Spotted fever [tick-borne rickettsioses],SECTION_A75-A79,3,
A77.0,Spotted fever due to Rickettsia rickettsii,A77,4,Rocky Mountain spotted fever|Sao Paulo fever
A77.1,Spotted fever due to Rickettsia conorii,A77,4,African tick typhus|Boutonneuse fever|India tick typhus|Kenya tick typhus|Marseilles fever|Mediterranean tick fever
A77.2,Spotted fever due to Rickettsia siberica,A77,4,North Asian tick fever|Siberian tick typhus
A77.3,Spotted fever due to Rickettsia australis,A77,4,Queensland tick typhus
A77.4,Ehrlichiosis,A77,4,
A77.40,"Ehrlichiosis, unspecified",A77.4,5,
A77.41,Ehrlichiosis chaffeensis [E. chaffeensis],A77.4,5,
A77.49,Other ehrlichiosis,A77.4,5,Ehrlichiosis due to E. ewingii|Ehrlichiosis due to E. muris euclairensis
A77.8,Other spotted fevers,A77,4,Rickettsia 364D/R. philipii (Pacific Coast tick fever)|Spotted fever due to Rickettsia africae (African tick bite fever)|Spotted fever due to Rickettsia parkeri
A77.9,"Spotted fever, unspecified",A77,4,Tick-borne typhus NOS
A78,Q fever,SECTION_A75-A79,3,Infection due to Coxiella burnetii|Nine Mile fever|Quadrilateral fever
A79,Other rickettsioses,SECTION_A75-A79,3,
A79.0,Trench fever,A79,4,Quintan fever|Wolhynian fever
A79.1,Rickettsialpox due to Rickettsia akari,A79,4,Kew Garden fever|Vesicular rickettsiosis
A79.8,Other specified rickettsioses,A79,4,
A79.81,Rickettsiosis due to Ehrlichia sennetsu,A79.8,5,Rickettsiosis due to Neorickettsia sennetsu
A79.82,Anaplasmosis [A. phagocytophilum],A79.8,5,Transfusion transmitted A. phagocytophilum
A79.89,Other specified rickettsioses,A79.8,5,
A79.9,"Rickettsiosis, unspecified",A79,4,Rickettsial infection NOS
SECTION_A80-A89,Viral and prion infections of the central nervous system (A80-A89),CHAPTER_1,2,
A80,Acute poliomyelitis,SECTION_A80-A89,3,
A80.0,"Acute paralytic poliomyelitis, vaccine-associated",A80,4,
A80.1,"Acute paralytic poliomyelitis, wild virus, imported",A80,4,
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",A80,4,
A80.3,"Acute paralytic poliomyelitis, other and unspecified",A80,4,
A80.30,"Acute paralytic poliomyelitis, unspecified",A80.3,5,
A80.39,Other acute paralytic poliomyelitis,A80.3,5,
A80.4,Acute nonparalytic poliomyelitis,A80,4,
A80.9,"Acute poliomyelitis, unspecified",A80,4,
A81,Atypical virus infections of central nervous system,SECTION_A80-A89,3,
A81.0,Creutzfeldt-Jakob disease,A81,4,
A81.00,"Creutzfeldt-Jakob disease, unspecified",A81.0,5,"Jakob-Creutzfeldt disease, unspecified"
A81.01,Variant Creutzfeldt-Jakob disease,A81.0,5,vCJD
A81.09,Other Creutzfeldt-Jakob disease,A81.0,5,CJD|Familial Creutzfeldt-Jakob disease|Iatrogenic Creutzfeldt-Jakob disease|Sporadic Creutzfeldt-Jakob disease|Subacute spongiform encephalopathy (with dementia)
A81.1,Subacute sclerosing panencephalitis,A81,4,Dawson's inclusion body encephalitis|Van Bogaert's sclerosing leukoencephalopathy
A81.2,Progressive multifocal leukoencephalopathy,A81,4,Multifocal leukoencephalopathy NOS
A81.8,Other atypical virus infections of central nervous system,A81,4,
A81.81,Kuru,A81.8,5,
A81.82,Gerstmann-Sträussler-Scheinker syndrome,A81.8,5,GSS syndrome
A81.83,Fatal familial insomnia,A81.8,5,FFI
A81.89,Other atypical virus infections of central nervous system,A81.8,5,
A81.9,"Atypical virus infection of central nervous system, unspecified",A81,4,Prion diseases of the central nervous system NOS
A82,Rabies,SECTION_A80-A89,3,
A82.0,Sylvatic rabies,A82,4,
A82.1,Urban rabies,A82,4,
A82.9,"Rabies, unspecified",A82,4,
A83,Mosquito-borne viral encephalitis,SECTION_A80-A89,3,
A83.0,Japanese encephalitis,A83,4,
A83.1,Western equine encephalitis,A83,4,
A83.2,Eastern equine encephalitis,A83,4,
A83.3,St Louis encephalitis,A83,4,
A83.4,Australian encephalitis,A83,4,Kunjin virus disease
A83.5,California encephalitis,A83,4,California meningoencephalitis|La Crosse encephalitis
A83.6,Rocio virus disease,A83,4,
A83.8,Other mosquito-borne viral encephalitis,A83,4,
A83.9,"Mosquito-borne viral encephalitis, unspecified",A83,4,
A84,Tick-borne viral encephalitis,SECTION_A80-A89,3,
A84.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],A84,4,
A84.1,Central European tick-borne encephalitis,A84,4,
A84.8,Other tick-borne viral encephalitis,A84,4,
A84.81,Powassan virus disease,A84.8,5,
A84.89,Other tick-borne viral encephalitis,A84.8,5,Louping ill
A84.9,"Tick-borne viral encephalitis, unspecified",A84,4,
A85,"Other viral encephalitis, not elsewhere classified",SECTION_A80-A89,3,
A85.0,Enteroviral encephalitis,A85,4,Enteroviral encephalomyelitis
A85.1,Adenoviral encephalitis,A85,4,Adenoviral meningoencephalitis
A85.2,"Arthropod-borne viral encephalitis, unspecified",A85,4,
A85.8,Other specified viral encephalitis,A85,4,Encephalitis lethargica|Von Economo-Cruchet disease
A86,Unspecified viral encephalitis,SECTION_A80-A89,3,Viral encephalomyelitis NOS|Viral meningoencephalitis NOS
A87,Viral meningitis,SECTION_A80-A89,3,
A87.0,Enteroviral meningitis,A87,4,Coxsackievirus meningitis|Echovirus meningitis
A87.1,Adenoviral meningitis,A87,4,
A87.2,Lymphocytic choriomeningitis,A87,4,Lymphocytic meningoencephalitis
A87.8,Other viral meningitis,A87,4,
A87.9,"Viral meningitis, unspecified",A87,4,
A88,"Other viral infections of central nervous system, not elsewhere classified",SECTION_A80-A89,3,
A88.0,Enteroviral exanthematous fever [Boston exanthem],A88,4,
A88.1,Epidemic vertigo,A88,4,
A88.8,Other specified viral infections of central nervous system,A88,4,
A89,Unspecified viral infection of central nervous system,SECTION_A80-A89,3,
SECTION_A90-A99,Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99),CHAPTER_1,2,
A90,Dengue fever [classical dengue],SECTION_A90-A99,3,
A91,Dengue hemorrhagic fever,SECTION_A90-A99,3,
A92,Other mosquito-borne viral fevers,SECTION_A90-A99,3,
A92.0,Chikungunya virus disease,A92,4,Chikungunya (hemorrhagic) fever
A92.1,O'nyong-nyong fever,A92,4,
A92.2,Venezuelan equine fever,A92,4,Venezuelan equine encephalitis|Venezuelan equine encephalomyelitis virus disease
A92.3,West Nile virus infection,A92,4,West Nile fever
A92.30,"West Nile virus infection, unspecified",A92.3,5,West Nile fever NOS|West Nile fever without complications|West Nile virus NOS
A92.31,West Nile virus infection with encephalitis,A92.3,5,West Nile encephalitis|West Nile encephalomyelitis
A92.32,West Nile virus infection with other neurologic manifestation,A92.3,5,
A92.39,West Nile virus infection with other complications,A92.3,5,
A92.4,Rift Valley fever,A92,4,
